,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,unemployment_total,population,gdp_per_capita,income_class
289,Indonesia,2014,69.53,164.6,13.8,14.3,22.39,23.68,2.96,5.34,4.05,256229761,3476.62,Lower-middel income
295,Indonesia,2008,68.23,180.0,17.5,17.4,21.83,23.02,2.55,4.63,7.21,237936543,2144.39,Lower-middel income
303,Indonesia,2000,66.43,192.4,22.1,29.9,21.13,22.19,1.85,3.59,6.08,214072421,770.87,Lower-middel income
288,Indonesia,2015,69.7,162.2,13.2,14.2,22.49,23.79,2.92,6.63,4.51,259091970,3322.58,Lower-middel income
527,Iran (Islamic Republic of),2000,69.69,115.7,19.1,15.9,24.37,26.08,4.72,10.95,11.7,65544383,1672.02,Upper-middle income
526,Iran (Islamic Republic of),2001,69.96,114.3,18.0,14.8,24.45,26.18,5.16,11.87,12.36,66674851,1902.95,Upper-middle income
512,Iran (Islamic Republic of),2015,75.12,90.75,9.8,6.3,25.34,27.2,7.53,22.6,11.17,81790841,4990.94,Upper-middle income
513,Iran (Islamic Republic of),2014,74.78,91.23,10.1,6.5,25.29,27.14,6.35,22.6,10.68,79961672,5757.54,Upper-middle income
514,Iran (Islamic Republic of),2013,74.45,92.36,10.4,6.6,25.23,27.07,5.55,16.05,10.6,78458928,6280.68,Upper-middle income
515,Iran (Islamic Republic of),2012,74.19,93.7,11.0,6.7,25.18,27.01,6.12,15.96,12.28,77324451,8329.0,Upper-middle income
